timestamp,avg_rtt_us,p95_rtt_us,min_rtt_us,max_rtt_us,avg_cwnd,throughput_bps,retrans_count,rolling_avg_rtt,rolling_p95_rtt,rolling_std_rtt,target_next_avg_rtt
1766461880,176915,391702,1797,391792,251,31820,0,152282,389966,49464,113490
1766461880,113490,389918,1780,390221,144,20180,0,135270,390027,19393,94708
1766461880,94708,389823,32,389963,139,988760,0,131992,390080,23243,119067
1766461881,119067,389350,1659,389416,169,86280,0,132110,390164,23166,155456
1766461881,155456,387442,1658,387691,223,24400,0,134689,390176,24273,111943
1766461881,111943,386343,1722,386592,154,21180,0,129909,390074,23485,119157
1766461881,119157,389889,1688,389889,171,21220,0,128925,390271,23732,148892
1766461881,148892,390036,1688,390367,202,85880,0,131047,390187,24542,124368
1766461881,124368,388203,1769,388677,165,21940,0,130598,389598,24628,322292
1766461881,322292,387316,3692,387509,462,71120,0,148628,389002,65680,161336
1766461881,161336,385801,1740,385908,232,594140,0,147070,388412,65116,143870
1766461881,143870,389295,1717,389295,205,18720,0,150108,388349,64076,150886
1766461881,150886,388391,1699,388404,209,28340,0,155726,388206,61071,134354
1766461881,134354,387442,1751,387541,192,12840,0,157255,388015,60237,125686
1766461881,125686,388476,2138,388476,168,82200,0,154278,388119,61066,142280
1766461881,142280,388260,1893,388442,205,19080,0,157312,388310,59462,120765
1766461881,120765,387523,1894,387747,152,19700,0,157472,388074,59349,183359
1766461881,183359,387338,1772,387683,262,637500,0,160919,387804,59795,134647
1766461881,134647,387771,1834,387771,192,17300,0,161947,387761,59182,121038
1766461881,121038,387882,1617,389901,166,69020,0,141822,387817,19538,42889
1766461882,42889,389268,34,389268,59,47360,0,129977,388164,35652,70679
1766461882,70679,388818,36,390146,95,402880,0,122658,388116,39759,151942
1766461882,151942,389362,1697,389637,215,30160,0,122763,388214,39843,99195
1766461882,99195,388053,1798,388479,122,26820,0,119248,388275,40256,185828
1766461882,185828,387527,1904,387796,266,638780,0,125262,388180,45479,133281
1766461882,133281,387153,1947,387372,192,14780,0,124362,388069,45193,108795
1766461882,108795,386801,2006,386848,156,76580,0,123165,387997,45456,182456
1766461882,182456,387386,19,387782,253,36080,0,123075,388002,45324,281409
1766461882,281409,386100,1870,386177,406,22400,0,137751,387835,67717,152580
1766461882,152580,387519,1728,387519,218,26440,0,140905,387798,67586,133392
1766461882,133392,387594,1766,387615,184,28080,0,149955,387631,58444,152699
1766461882,152699,386733,1792,387212,218,569260,0,158157,387422,51415,113809
1766461882,113809,386368,1782,386700,142,78960,0,154344,387123,53306,121841
1766461882,121841,387933,1782,387933,174,84220,0,156609,387111,51140,139625
1766461882,139625,387219,1891,387562,200,33360,0,151988,387080,50287,111847
1766461882,111847,386384,1910,386547,159,12640,0,149845,387003,51612,121157
1766461882,121157,390879,2273,391446,171,19800,0,151081,387411,50659,168139
1766461882,168139,388932,1812,389294,240,24960,0,149649,387566,49870,128085
1766461883,128085,388139,1744,388139,183,18900,0,134317,387770,18671,57776
1766461883,57776,387288,37,387679,88,1044940,0,124837,387746,29370,152462
1766461883,152462,387444,1512,387444,218,25320,0,126744,387731,30582,117191
1766461883,117191,386770,1514,388858,169,31260,0,123193,387735,29266,106489
1766461883,106489,388446,1489,388858,154,22480,0,122461,387943,29617,125588
1766461883,125588,387423,1489,387423,178,15080,0,122835,387892,29632,116278
1766461883,116278,389149,1489,389149,166,83040,0,120501,388085,29076,133573
1766461883,133573,387470,1649,388073,192,27440,0,122673,388194,29169,259455
1766461883,259455,386394,1760,386657,375,637780,0,136503,387745,52123,144581
1766461883,144581,386116,1769,386145,209,28040,0,134147,387463,51056,125077
1766461883,125077,385882,1757,386041,181,16960,0,133847,387238,51105,117539
1766461883,117539,385564,1669,385696,162,62440,0,139823,387065,44256,103270
1766461883,103270,385859,1669,386249,147,12360,0,134904,386907,45414,124593
1766461883,124593,386873,1564,386911,178,85720,0,135644,386917,45153,149437
1766461883,149437,386727,1356,386742,215,35460,0,139939,386745,44102,223247
1766461883,223247,387794,1247,387844,320,631200,0,149705,386782,50865,143021
1766461883,143021,388146,1247,388737,205,14600,0,152379,386682,49599,142237
1766461883,142237,388354,1213,388737,203,23060,0,153245,386770,49309,119359
1766461884,119359,387086,1238,387352,171,20720,0,139236,386840,32978,85150
1766461884,85150,397512,40,397812,123,37900,0,133293,387979,37015,78861
1766461884,78861,392822,36,395206,114,432060,0,128671,388673,40843,102973
1766461884,102973,389554,1434,389922,147,22220,0,127214,389072,41538,191813
1766461884,191813,389725,1519,389811,274,634040,0,136069,389459,45146,176410
1766461884,176410,389650,1621,389678,253,16240,0,141250,389737,46632,135657
1766461884,135657,390068,1545,390068,192,79100,0,139872,390071,46567,114303
1766461884,114303,389358,1545,390068,162,23760,0,128978,390227,36564,302625
1766461884,302625,388362,1605,388505,436,22180,0,144938,390249,66199,147903
1766461884,147903,387940,1445,388114,211,28000,0,145505,390207,66197,115523
1766461884,115523,386670,1560,386670,166,25620,0,145121,390166,66376,196879
1766461884,196879,387756,1770,387839,284,632560,0,156294,389190,64538,163586
1766461884,163586,387867,1786,387867,235,19680,0,164767,388695,58524,140466
1766461884,140466,390066,1770,390066,201,84320,0,168516,388746,55234,95515
1766461884,95515,389060,1962,389546,136,17220,0,158886,388679,58988,156703
1766461884,156703,392501,1676,393062,223,21960,0,156916,388964,58666,128398
1766461884,128398,389827,1608,390682,183,21220,0,156190,388940,59002,152386
1766461885,152386,387621,1616,387919,218,75100,0,159998,388767,57200,155984
1766461885,155984,387609,39,387802,225,588440,0,145334,388691,27829,39002
1766461885,39002,390465,41,392077,60,431120,0,134444,388944,43568,125552
1766461885,125552,390770,1628,391294,180,36040,0,135447,389354,43198,145864
1766461885,145864,388868,1703,388868,209,12460,0,130345,389465,37814,144239
1766461885,144239,391363,1710,391857,205,16140,0,128410,389815,36393,124068
1766461885,124068,389530,1775,389611,176,84200,0,126771,389761,36158,223015
1766461885,223015,388549,1769,388822,320,575540,0,139521,389710,45248,189467
1766461885,189467,387401,1775,387500,273,81820,0,142797,389200,47748,290766
1766461885,290766,385586,1747,385636,421,20020,0,159034,388776,66307,100967
1766461885,100967,385757,1722,386051,147,24860,0,153892,388589,68826,125819
1766461885,125819,387603,1649,388620,159,107280,0,150875,388589,69383,115503
1766461885,115503,387920,1649,388203,156,46520,0,158526,388334,59138,151933
1766461885,151933,388380,1705,388946,218,53440,0,161164,388095,58083,100249
1766461885,100249,386301,1649,386618,120,75500,0,156602,387839,61129,196878
1766461885,196878,387991,1663,388221,284,638060,0,161866,387501,62203,159110
1766461885,159110,391327,1742,392770,229,10400,0,165370,387681,60809,155218
1766461885,155218,391441,1743,392180,223,22560,0,158591,387970,57349,106643
1766461886,106643,388269,1734,388336,154,23860,0,150308,388057,58366,131040
1766461886,131040,389663,1771,390242,154,125920,0,134336,388465,31182,95425
1766461886,95425,388108,15,389222,139,62820,0,133781,388700,31883,62322
1766461886,62322,386930,38,387884,88,459580,0,127432,388633,39141,209662
1766461886,209662,386810,1636,386810,299,647320,0,136848,388522,46573,125150
1766461886,125150,386570,1680,386570,181,18980,0,134169,388341,46379,115547
1766461886,115547,386298,1666,386452,166,17400,0,135699,388340,45377,113763
1766461886,113763,386045,1709,386873,163,77660,0,127388,388146,40248,146225
1766461886,146225,386728,1735,386728,209,21320,0,126099,387686,39315,183412
1766461886,183412,387934,1703,387951,262,27140,0,128918,387335,42516,249809
1766461886,249809,386808,1604,387730,360,46920,0,143235,387189,56112,153422
1766461886,153422,386698,1597,386869,220,641140,0,145473,386892,56018,92715
1766461886,92715,386297,1953,386563,134,30840,0,145202,386711,56293,146735
1766461886,146735,387750,1953,387750,209,11540,0,153644,386793,48236,130830
1766461886,130830,387124,1806,387431,186,96060,0,145760,386825,44349,134609
1766461886,134609,386243,1854,386252,192,14700,0,146706,386792,43960,146842
1766461886,146842,387583,1664,387982,209,37380,0,149836,386921,42587,131466
1766461886,131466,387035,1576,387616,182,46000,0,151606,387020,41269,155533
1766461887,155533,386193,1691,386251,223,21560,0,152537,386966,41239,149534
1766461887,149534,385998,1474,385999,215,639660,0,149149,386772,39787,148430
1766461887,148430,390416,1474,391226,192,94900,0,139011,387133,18522,98832
1766461887,98832,388870,19,390259,144,74300,0,133552,387350,21593,48220
1766461887,48220,387291,38,387485,62,429340,0,129103,387450,32680,143837
1766461887,143837,387216,1710,387219,205,13740,0,128813,387396,32519,148519
1766461887,148519,386472,1691,386604,204,46960,0,130582,387331,33117,147447
1766461887,147447,385850,1734,386012,211,45400,0,131866,387292,33536,173971
1766461887,173971,386004,1744,386155,251,674440,0,134578,387134,35896,150927
1766461887,150927,386459,2024,386477,215,7840,0,136525,387076,36235,178001
1766461887,178001,386512,1951,387030,257,36420,0,138771,387108,38188,253627
1766461887,253627,386278,1888,386288,366,36000,0,149181,387136,52828,133593
1766461887,133593,386532,1876,386558,192,20120,0,147697,386748,53060,145427
1766461887,145427,387769,1777,388073,207,29580,0,152356,386638,50264,155525
1766461887,155525,387565,1828,387645,223,21760,0,163087,386665,34564,144795
1766461887,144795,386173,1576,386258,209,79600,0,163183,386561,34506,196522
1766461887,196522,385994,1395,386377,284,628240,0,167983,386513,35563,127815
1766461887,127815,386210,1395,386299,184,30540,0,166020,386549,37321,127946
1766461888,127946,386507,1578,386603,184,39320,0,161417,386599,39030,169677
1766461888,169677,386770,1639,386782,244,6460,0,163292,386631,38920,145877
1766461888,145877,388706,1656,388706,209,32200,0,160080,386850,38897,119226
1766461888,119226,388621,1617,388621,171,24860,0,146640,387084,22922,43642
1766461888,43642,387747,14,388393,68,453120,0,137645,387206,39941,217199
1766461888,217199,388245,1714,388673,314,11320,0,144822,387253,47271,185433
1766461888,185433,391447,1501,391447,264,632480,0,147813,387642,48940,170325
1766461888,170325,390640,1501,390640,244,29280,0,150366,388088,49429,128016
1766461888,128016,391110,1697,392505,181,19500,0,143515,388600,47009,197864
1766461888,197864,390806,1704,391386,284,59700,0,150520,389059,49559,122008
1766461888,122008,389370,2757,389665,174,47440,0,149926,389346,49894,241325
1766461888,241325,387348,26,388235,349,78840,0,157091,389404,57595,113450
1766461888,113450,386450,34,386592,162,21640,0,153848,389178,59188,150703
1766461888,150703,386531,2159,386592,215,7960,0,156996,388969,57966,168827
1766461888,168827,386934,1854,386934,242,654780,0,169515,388888,42117,124468
1766461888,124468,387599,1855,387599,171,65220,0,160241,388823,40634,148158
1766461888,148158,389003,1844,389394,209,12620,0,156514,388579,39767,154779
1766461888,154779,391285,1844,391285,220,67700,0,154959,388643,39470,140054
1766461889,140054,391698,1457,391698,199,36980,0,156163,388702,38733,119110
1766461889,119110,389331,12,389676,169,71820,0,148288,388554,37292,102797
1766461889,102797,389576,17,390082,147,8400,0,146367,388575,39240,174654
1766461889,174654,389153,1415,389903,251,643100,0,139700,388756,24030,126650
1766461889,126650,386417,1735,386623,184,30140,0,141020,388752,22757,28765
1766461889,28765,243742,16,386686,42,446740,0,128826,374473,41741,125984
1766461889,125984,390384,1780,390384,178,15760,0,124541,374818,39307,164343
1766461889,164343,389322,1798,389835,235,20740,0,128529,374991,41272,161939
